rep,t,pop1,pop2,k1,k2
5,179,693,0,2.59,-1.00
5,180,738,0,2.68,-1.00
5,181,787,0,2.79,-1.00
5,182,773,0,2.85,-1.00
5,183,739,0,2.88,-1.00
5,184,726,0,3.03,-1.00
5,185,747,0,3.15,-1.00
5,186,727,0,3.03,-1.00
5,187,689,0,2.94,-1.00
5,188,699,0,2.94,-1.00
5,189,678,0,3.02,-1.00
5,190,663,0,3.02,-1.00
5,191,662,0,3.10,-1.00
5,192,668,0,3.13,-1.00
5,193,674,0,3.28,-1.00
5,194,677,0,3.27,-1.00
5,195,653,0,3.34,-1.00
5,196,661,0,3.21,-1.00
5,197,646,0,3.18,-1.00
5,198,695,0,3.20,-1.00
5,199,688,0,3.17,-1.00
5,200,713,0,3.16,-1.00
5,201,665,0,3.18,-1.00
5,202,692,0,3.22,-1.00
5,203,656,0,3.22,-1.00
5,204,635,0,3.11,-1.00
5,205,634,0,3.10,-1.00
5,206,633,0,3.15,-1.00
5,207,653,0,3.23,-1.00
5,208,679,0,3.29,-1.00
5,209,721,0,3.17,-1.00
5,210,709,0,3.20,-1.00
5,211,705,0,3.21,-1.00
5,212,649,0,3.22,-1.00
5,213,660,0,3.44,-1.00
5,214,702,0,3.47,-1.00
5,215,734,0,3.53,-1.00
5,216,712,0,3.55,-1.00
5,217,690,0,3.46,-1.00
5,218,681,0,3.48,-1.00
5,219,630,0,3.44,-1.00
5,220,658,0,3.50,-1.00
5,221,649,0,3.44,-1.00
5,222,683,0,3.44,-1.00
5,223,660,0,3.37,-1.00
5,224,655,0,3.28,-1.00
5,225,675,0,3.18,-1.00
5,226,643,0,3.15,-1.00
5,227,671,0,3.01,-1.00
5,228,722,0,3.13,-1.00
5,229,688,0,3.19,-1.00
5,230,668,0,3.27,-1.00
5,231,679,0,3.28,-1.00
5,232,674,0,3.34,-1.00
5,233,649,0,3.52,-1.00
5,234,675,0,3.54,-1.00
5,235,612,0,3.48,-1.00
5,236,636,0,3.40,-1.00
5,237,624,0,3.44,-1.00
5,238,619,0,3.36,-1.00
5,239,642,0,3.38,-1.00
5,240,616,0,3.21,-1.00
5,241,590,0,3.25,-1.00
5,242,649,0,3.13,-1.00
5,243,668,0,3.09,-1.00
5,244,691,0,3.08,-1.00
5,245,712,0,3.09,-1.00
5,246,677,0,3.06,-1.00
5,247,672,0,3.24,-1.00
5,248,645,0,3.34,-1.00
5,249,655,0,3.26,-1.00
5,250,622,0,3.27,-1.00
5,251,676,0,3.32,-1.00
5,252,658,0,3.14,-1.00
5,253,702,0,3.07,-1.00
5,254,764,0,3.06,-1.00
5,255,765,0,3.05,-1.00
5,256,733,0,3.04,-1.00
5,257,737,0,2.96,-1.00
5,258,722,0,2.96,-1.00
5,259,696,0,2.97,-1.00
5,260,762,0,2.88,-1.00
5,261,731,0,2.94,-1.00
5,262,702,0,2.94,-1.00
5,263,758,0,3.00,-1.00
5,264,711,0,3.05,-1.00
5,265,735,0,3.21,-1.00
5,266,691,0,3.30,-1.00
5,267,681,0,3.33,-1.00
5,268,652,0,3.44,-1.00
5,269,659,0,3.33,-1.00
5,270,674,0,3.31,-1.00
5,271,661,0,3.30,-1.00
5,272,661,0,3.25,-1.00
5,273,638,0,3.26,-1.00
5,274,629,0,3.23,-1.00
5,275,667,0,3.23,-1.00
5,276,640,0,3.15,-1.00
5,277,646,0,3.22,-1.00
5,278,719,0,3.18,-1.00
5,279,740,0,3.17,-1.00
5,280,744,0,3.12,-1.00
5,281,751,0,3.12,-1.00
5,282,693,0,3.09,-1.00
5,283,664,0,3.13,-1.00
5,284,707,0,3.12,-1.00
5,285,699,0,3.26,-1.00
5,286,726,0,3.35,-1.00
5,287,687,0,3.36,-1.00
5,288,653,0,3.35,-1.00
5,289,670,0,3.32,-1.00
5,290,639,0,3.43,-1.00
5,291,650,0,3.30,-1.00
5,292,663,0,3.28,-1.00
5,293,669,0,3.36,-1.00
5,294,656,0,3.39,-1.00
5,295,638,0,3.43,-1.00
5,296,657,0,3.49,-1.00
5,297,622,0,3.50,-1.00
5,298,597,0,3.53,-1.00
5,299,650,0,3.42,-1.00
5,300,674,0,3.52,-1.00
5,301,693,0,3.58,-1.00
5,302,700,0,3.67,-1.00
5,303,680,0,3.74,-1.00
5,304,687,0,3.68,-1.00
5,305,652,0,3.62,-1.00
5,306,671,0,3.58,-1.00
5,307,669,0,3.45,-1.00
5,308,651,0,3.44,-1.00
5,309,689,0,3.58,-1.00
5,310,658,0,3.56,-1.00
5,311,721,0,3.68,-1.00
5,312,647,0,3.72,-1.00
5,313,686,0,3.57,-1.00
5,314,696,0,3.53,-1.00
5,315,686,0,3.69,-1.00
5,316,670,0,3.84,-1.00
5,317,676,0,3.83,-1.00
5,318,665,0,3.92,-1.00
5,319,655,0,4.01,-1.00
5,320,614,0,4.01,-1.00
5,321,589,0,4.11,-1.00
5,322,617,0,4.05,-1.00
5,323,642,0,4.05,-1.00
5,324,660,0,4.04,-1.00
5,325,657,0,4.03,-1.00
5,326,656,0,3.96,-1.00
5,327,645,0,4.01,-1.00
5,328,637,0,3.95,-1.00
5,329,599,0,3.91,-1.00
5,330,583,0,3.85,-1.00
5,331,591,0,3.67,-1.00
5,332,590,0,3.54,-1.00
5,333,634,0,3.45,-1.00
5,334,626,0,3.41,-1.00
5,335,588,0,3.44,-1.00
5,336,646,0,3.31,-1.00
5,337,672,0,3.27,-1.00
5,338,661,0,3.25,-1.00
5,339,684,0,3.26,-1.00
5,340,721,0,3.41,-1.00
5,341,699,0,3.30,-1.00
5,342,738,0,3.32,-1.00
5,343,723,0,3.46,-1.00
5,344,728,0,3.57,-1.00
5,345,703,0,3.65,-1.00
5,346,604,0,3.59,-1.00
5,347,619,0,3.60,-1.00
5,348,627,0,3.57,-1.00
5,349,671,0,3.59,-1.00
5,350,656,0,3.54,-1.00
5,351,633,0,3.56,-1.00
5,352,669,0,3.52,-1.00
5,353,622,0,3.51,-1.00
5,354,617,0,3.52,-1.00
5,355,626,0,3.51,-1.00
5,356,616,0,3.52,-1.00
5,357,621,0,3.50,-1.00
5,358,643,0,3.51,-1.00
5,359,645,0,3.60,-1.00
5,360,666,0,3.77,-1.00
5,361,642,0,3.89,-1.00
5,362,640,0,3.88,-1.00
5,363,670,0,4.00,-1.00
5,364,644,0,4.01,-1.00
5,365,623,0,3.98,-1.00
5,366,625,0,4.00,-1.00
5,367,587,0,3.99,-1.00
5,368,540,0,3.94,-1.00
5,369,570,0,4.00,-1.00
5,370,602,0,3.97,-1.00
5,371,614,0,4.11,-1.00
5,372,617,0,4.20,-1.00
5,373,631,0,4.22,-1.00
5,374,610,0,4.13,-1.00
5,375,568,0,4.17,-1.00
5,376,595,0,4.21,-1.00
5,377,564,0,4.36,-1.00
5,378,592,0,4.46,-1.00
5,379,626,0,4.42,-1.00
5,380,592,0,4.37,-1.00
5,381,583,0,4.40,-1.00
5,382,615,0,4.46,-1.00
5,383,582,0,4.52,-1.00
5,384,588,0,4.43,-1.00
5,385,605,0,4.50,-1.00
5,386,541,0,4.56,-1.00
5,387,573,0,4.78,-1.00
5,388,558,0,4.75,-1.00
5,389,554,0,4.83,-1.00
5,390,602,0,4.73,-1.00
5,391,603,0,4.73,-1.00
5,392,598,0,4.86,-1.00
5,393,603,0,4.81,-1.00
5,394,569,0,4.88,-1.00
5,395,530,0,4.86,-1.00
5,396,506,0,4.80,-1.00
5,397,529,0,4.79,-1.00
5,398,546,0,4.85,-1.00
5,399,549,0,4.74,-1.00
5,400,550,0,4.74,-1.00
5,401,616,0,4.82,-1.00
5,402,595,0,4.88,-1.00
5,403,570,0,4.87,-1.00
5,404,558,0,4.77,-1.00
5,405,588,0,4.75,-1.00
5,406,577,0,4.64,-1.00
5,407,568,0,4.63,-1.00
5,408,539,0,4.64,-1.00
5,409,575,0,4.50,-1.00
5,410,588,0,4.64,-1.00
5,411,588,0,4.75,-1.00
5,412,559,0,4.71,-1.00
5,413,571,0,4.75,-1.00
5,414,556,0,4.72,-1.00
5,415,524,0,4.78,-1.00
5,416,536,0,4.85,-1.00
5,417,541,0,4.88,-1.00
5,418,575,0,4.84,-1.00
5,419,591,0,4.84,-1.00
5,420,536,0,4.76,-1.00
5,421,554,0,4.66,-1.00
5,422,490,0,4.66,-1.00
5,423,525,0,4.65,-1.00
5,424,512,0,4.60,-1.00
5,425,535,0,4.60,-1.00
5,426,553,0,4.69,-1.00
5,427,526,0,4.71,-1.00
5,428,545,0,4.82,-1.00
5,429,532,0,4.85,-1.00
5,430,529,0,4.85,-1.00
5,431,537,0,4.88,-1.00
5,432,520,0,4.74,-1.00
5,433,516,0,4.76,-1.00
5,434,510,0,4.73,-1.00
5,435,502,0,4.87,-1.00
5,436,531,0,4.83,-1.00
5,437,520,0,4.95,-1.00
5,438,535,0,5.01,-1.00
5,439,516,0,4.96,-1.00
5,440,515,0,5.00,-1.00
5,441,495,0,5.10,-1.00
5,442,564,0,5.12,-1.00
5,443,539,0,5.01,-1.00
5,444,567,0,4.94,-1.00
5,445,572,0,4.89,-1.00
5,446,568,0,4.97,-1.00
5,447,568,0,4.98,-1.00
5,448,550,0,5.16,-1.00
5,449,525,0,5.13,-1.00
5,450,524,0,5.17,-1.00
5,451,516,0,5.26,-1.00
5,452,542,0,5.35,-1.00
5,453,549,0,5.36,-1.00
5,454,526,0,5.48,-1.00
5,455,504,0,5.50,-1.00
5,456,499,0,5.65,-1.00
5,457,501,0,5.45,-1.00
5,458,489,0,5.29,-1.00
5,459,509,0,5.19,-1.00
5,460,511,0,5.20,-1.00
5,461,497,0,5.24,-1.00
5,462,494,0,5.15,-1.00
5,463,504,0,5.16,-1.00
5,464,476,0,5.20,-1.00
5,465,507,0,5.36,-1.00
5,466,537,0,5.42,-1.00
5,467,560,0,5.40,-1.00
5,468,585,0,5.37,-1.00
5,469,588,0,5.36,-1.00
5,470,527,0,5.37,-1.00
5,471,496,0,5.40,-1.00
5,472,493,0,5.37,-1.00
5,473,504,0,5.27,-1.00
5,474,507,0,5.15,-1.00
5,475,555,0,5.02,-1.00
5,476,546,0,5.15,-1.00
5,477,535,0,5.25,-1.00
5,478,550,0,5.24,-1.00
5,479,536,0,5.16,-1.00
5,480,550,0,5.23,-1.00
5,481,566,0,5.36,-1.00
5,482,561,0,5.32,-1.00
5,483,494,0,5.38,-1.00
5,484,506,0,5.42,-1.00
5,485,497,0,5.42,-1.00
5,486,467,0,5.39,-1.00
5,487,473,0,5.37,-1.00
5,488,493,0,5.35,-1.00
5,489,437,0,5.40,-1.00
5,490,438,0,5.42,-1.00
5,491,454,0,5.37,-1.00
5,492,445,0,5.32,-1.00
5,493,474,0,5.36,-1.00
5,494,469,0,5.35,-1.00
5,495,485,0,5.45,-1.00
5,496,541,0,5.54,-1.00
5,497,560,0,5.52,-1.00
5,498,528,0,5.51,-1.00
5,499,560,0,5.50,-1.00
5,500,570,0,5.47,-1.00
6,1,976,0,0.22,-1.00
6,2,972,0,0.42,-1.00
6,3,945,0,0.58,-1.00
6,4,952,0,0.71,-1.00
6,5,952,0,0.85,-1.00
6,6,880,0,0.98,-1.00
6,7,891,0,1.10,-1.00
6,8,858,0,1.28,-1.00
6,9,815,0,1.37,-1.00
6,10,841,0,1.49,-1.00
6,11,827,0,1.65,-1.00
6,12,834,0,1.78,-1.00
6,13,880,0,1.82,-1.00
6,14,868,0,1.86,-1.00
6,15,861,0,1.92,-1.00
6,16,844,0,1.91,-1.00
6,17,793,0,1.98,-1.00
6,18,784,0,2.02,-1.00
6,19,752,0,2.17,-1.00
6,20,728,0,2.25,-1.00
6,21,783,0,2.28,-1.00
6,22,760,0,2.28,-1.00
6,23,773,0,2.40,-1.00
6,24,787,0,2.56,-1.00
6,25,795,0,2.57,-1.00
6,26,761,0,2.63,-1.00
6,27,784,0,2.74,-1.00
6,28,740,0,2.79,-1.00
6,29,710,0,2.84,-1.00
6,30,692,0,2.85,-1.00
6,31,753,0,2.79,-1.00
6,32,749,0,2.79,-1.00
6,33,704,0,2.86,-1.00
6,34,727,0,2.81,-1.00
6,35,744,0,2.85,-1.00
6,36,750,0,2.97,-1.00
6,37,710,0,3.03,-1.00
6,38,692,0,3.03,-1.00
6,39,718,0,3.00,-1.00
6,40,708,0,2.93,-1.00
6,41,720,0,2.99,-1.00
6,42,741,0,2.95,-1.00
6,43,741,0,3.06,-1.00
6,44,665,0,2.99,-1.00
6,45,702,0,3.07,-1.00
6,46,666,0,3.05,-1.00
6,47,672,0,3.10,-1.00
6,48,634,0,3.21,-1.00
6,49,690,0,3.32,-1.00
6,50,677,0,3.35,-1.00
6,51,703,0,3.39,-1.00
6,52,692,0,3.55,-1.00
6,53,659,0,3.56,-1.00
6,54,663,0,3.70,-1.00
6,55,636,0,3.78,-1.00
6,56,664,0,3.88,-1.00
6,57,627,0,3.97,-1.00
6,58,608,0,3.95,-1.00
6,59,618,0,3.98,-1.00
6,60,641,0,4.04,-1.00
6,61,626,0,4.12,-1.00
6,62,658,0,4.19,-1.00
6,63,682,0,4.16,-1.00
6,64,672,0,4.23,-1.00
6,65,637,0,4.34,-1.00
6,66,610,0,4.37,-1.00
6,67,540,0,4.46,-1.00
6,68,536,0,4.39,-1.00
6,69,530,0,4.51,-1.00
6,70,554,0,4.37,-1.00
6,71,570,0,4.42,-1.00
6,72,571,0,4.46,-1.00
6,73,585,0,4.41,-1.00
6,74,561,0,4.39,-1.00
6,75,567,0,4.40,-1.00
6,76,576,0,4.55,-1.00
6,77,546,0,4.54,-1.00
6,78,534,0,4.49,-1.00
6,79,506,0,4.37,-1.00
6,80,537,0,4.49,-1.00
6,81,592,0,4.48,-1.00
6,82,592,0,4.50,-1.00
6,83,586,0,4.51,-1.00
6,84,567,0,4.60,-1.00
6,85,572,0,4.72,-1.00
6,86,601,0,4.76,-1.00
6,87,582,0,4.79,-1.00
6,88,537,0,4.78,-1.00
6,89,558,0,4.71,-1.00
6,90,599,0,4.86,-1.00
6,91,569,0,4.88,-1.00
6,92,567,0,4.80,-1.00
6,93,584,0,4.73,-1.00
6,94,566,0,4.68,-1.00
6,95,561,0,4.64,-1.00
6,96,568,0,4.66,-1.00
6,97,565,0,4.77,-1.00
6,98,617,0,4.74,-1.00
6,99,587,0,4.67,-1.00
6,100,603,0,4.68,-1.00
6,101,607,0,4.58,-1.00
6,102,586,0,4.53,-1.00
6,103,568,0,4.58,-1.00
6,104,538,0,4.63,-1.00
6,105,526,0,4.67,-1.00
6,106,531,0,4.77,-1.00
6,107,565,0,4.87,-1.00
6,108,542,0,5.01,-1.00
6,109,516,0,5.09,-1.00
6,110,550,0,5.03,-1.00
6,111,568,0,5.06,-1.00
6,112,538,0,5.17,-1.00
6,113,550,0,5.17,-1.00
6,114,488,0,5.25,-1.00
6,115,515,0,5.23,-1.00
6,116,510,0,5.26,-1.00
6,117,502,0,5.38,-1.00
6,118,494,0,5.48,-1.00
6,119,478,0,5.40,-1.00
6,120,511,0,5.52,-1.00
6,121,480,0,5.45,-1.00
6,122,432,0,5.50,-1.00
6,123,485,0,5.31,-1.00
6,124,487,0,5.36,-1.00
6,125,509,0,5.39,-1.00
6,126,529,0,5.28,-1.00
6,127,565,0,5.06,-1.00
6,128,518,0,5.04,-1.00
6,129,505,0,4.89,-1.00
6,130,544,0,4.92,-1.00
6,131,546,0,4.88,-1.00
6,132,576,0,4.79,-1.00
6,133,563,0,4.72,-1.00
6,134,596,0,4.68,-1.00
6,135,584,0,4.64,-1.00
6,136,606,0,4.59,-1.00
6,137,549,0,4.59,-1.00
6,138,523,0,4.56,-1.00
6,139,538,0,4.53,-1.00
6,140,555,0,4.34,-1.00
6,141,603,0,4.41,-1.00
6,142,638,0,4.52,-1.00
6,143,621,0,4.57,-1.00
6,144,622,0,4.45,-1.00
6,145,594,0,4.53,-1.00
6,146,583,0,4.57,-1.00
6,147,554,0,4.66,-1.00
6,148,552,0,4.79,-1.00
6,149,585,0,4.90,-1.00
6,150,594,0,4.98,-1.00
6,151,570,0,4.83,-1.00
6,152,559,0,4.89,-1.00
6,153,587,0,4.84,-1.00
6,154,563,0,4.77,-1.00
6,155,575,0,4.64,-1.00
6,156,538,0,4.63,-1.00
6,157,562,0,4.56,-1.00
6,158,589,0,4.59,-1.00
6,159,576,0,4.66,-1.00
6,160,585,0,4.66,-1.00
6,161,627,0,4.75,-1.00
6,162,591,0,4.77,-1.00
6,163,594,0,4.82,-1.00
6,164,580,0,4.80,-1.00
6,165,592,0,4.80,-1.00
6,166,615,0,4.85,-1.00
6,167,601,0,4.91,-1.00
6,168,554,0,4.86,-1.00
6,169,495,0,4.93,-1.00
6,170,479,0,5.09,-1.00
6,171,472,0,5.20,-1.00
6,172,528,0,5.23,-1.00
6,173,491,0,5.39,-1.00
6,174,526,0,5.41,-1.00
6,175,513,0,5.55,-1.00
6,176,482,0,5.44,-1.00
6,177,505,0,5.50,-1.00
6,178,478,0,5.54,-1.00
6,179,490,0,5.60,-1.00
6,180,516,0,5.65,-1.00
6,181,511,0,5.70,-1.00
6,182,513,0,5.62,-1.00
6,183,508,0,5.69,-1.00
6,184,565,0,5.77,-1.00
6,185,559,0,5.88,-1.00
6,186,532,0,6.01,-1.00
6,187,514,0,5.83,-1.00
6,188,522,0,6.01,-1.00
6,189,536,0,5.97,-1.00
6,190,452,0,6.10,-1.00
6,191,460,0,6.00,-1.00
6,192,457,0,6.03,-1.00
6,193,431,0,6.15,-1.00
6,194,414,0,6.12,-1.00
6,195,426,0,6.22,-1.00
6,196,450,0,6.26,-1.00
6,197,453,0,6.36,-1.00
6,198,394,0,6.38,-1.00
6,199,391,0,6.42,-1.00
6,200,388,0,6.66,-1.00
6,201,381,0,6.71,-1.00
6,202,372,0,6.82,-1.00
6,203,392,0,6.89,-1.00
6,204,383,0,6.90,-1.00
6,205,404,0,7.15,-1.00
6,206,394,0,7.14,-1.00
6,207,417,0,7.24,-1.00
6,208,388,0,7.28,-1.00
6,209,365,0,7.14,-1.00
6,210,376,0,7.16,-1.00
6,211,367,0,7.16,-1.00
6,212,369,0,7.02,-1.00
6,213,391,0,7.14,-1.00
6,214,379,0,7.31,-1.00
6,215,354,0,7.25,-1.00
6,216,375,0,7.27,-1.00
6,217,371,0,7.51,-1.00
6,218,370,0,7.42,-1.00
6,219,384,0,7.58,-1.00
6,220,380,0,7.43,-1.00
6,221,356,0,7.42,-1.00
6,222,395,0,7.18,-1.00
6,223,394,0,7.10,-1.00
6,224,371,0,7.19,-1.00
6,225,366,0,7.46,-1.00
6,226,363,0,7.34,-1.00
6,227,379,0,7.50,-1.00
6,228,351,0,7.57,-1.00
6,229,321,0,7.57,-1.00
6,230,322,0,7.60,-1.00
6,231,292,0,7.38,-1.00
6,232,290,0,7.29,-1.00
6,233,300,0,7.15,-1.00
6,234,282,0,7.22,-1.00
6,235,282,0,7.13,-1.00
6,236,312,0,6.90,-1.00
6,237,326,0,6.82,-1.00
6,238,337,0,6.80,-1.00
6,239,341,0,6.53,-1.00
6,240,376,0,6.60,-1.00
6,241,393,0,6.70,-1.00
6,242,388,0,6.61,-1.00
6,243,393,0,6.66,-1.00
6,244,403,0,6.59,-1.00
6,245,421,0,6.58,-1.00
6,246,393,0,6.60,-1.00
6,247,413,0,6.51,-1.00
6,248,401,0,6.53,-1.00
6,249,389,0,6.64,-1.00
6,250,399,0,6.60,-1.00
6,251,463,0,6.63,-1.00
6,252,428,0,6.59,-1.00
6,253,440,0,6.70,-1.00
6,254,410,0,6.82,-1.00
6,255,396,0,6.99,-1.00
6,256,435,0,6.95,-1.00
6,257,415,0,7.00,-1.00
6,258,382,0,7.08,-1.00
6,259,380,0,7.06,-1.00
6,260,377,0,7.09,-1.00
6,261,381,0,7.20,-1.00
6,262,357,0,7.27,-1.00
6,263,353,0,7.32,-1.00
6,264,372,0,7.28,-1.00
6,265,381,0,7.44,-1.00
6,266,401,0,7.46,-1.00
6,267,372,0,7.44,-1.00
6,268,375,0,7.54,-1.00
6,269,360,0,7.62,-1.00
6,270,371,0,7.58,-1.00
6,271,393,0,7.59,-1.00
6,272,314,0,7.62,-1.00
6,273,364,0,7.78,-1.00
6,274,389,0,7.80,-1.00
6,275,361,0,7.86,-1.00
6,276,363,0,7.85,-1.00
6,277,350,0,7.85,-1.00
6,278,334,0,7.93,-1.00
6,279,340,0,8.08,-1.00
6,280,311,0,8.13,-1.00
6,281,308,0,8.09,-1.00
6,282,315,0,8.08,-1.00
6,283,316,0,7.93,-1.00
6,284,316,0,8.03,-1.00
6,285,304,0,8.15,-1.00
6,286,293,0,8.11,-1.00
6,287,293,0,8.06,-1.00
6,288,306,0,7.97,-1.00
6,289,313,0,8.09,-1.00
6,290,317,0,8.14,-1.00
6,291,308,0,8.06,-1.00
6,292,319,0,8.09,-1.00
6,293,326,0,8.21,-1.00
6,294,321,0,8.39,-1.00
6,295,319,0,8.50,-1.00
6,296,325,0,8.50,-1.00
6,297,319,0,8.63,-1.00
6,298,341,0,8.72,-1.00
6,299,310,0,8.80,-1.00
6,300,287,0,8.98,-1.00
6,301,255,0,8.84,-1.00
6,302,252,0,8.79,-1.00
6,303,258,0,8.86,-1.00
6,304,257,0,8.95,-1.00
6,305,247,0,8.93,-1.00
6,306,229,0,8.94,-1.00
6,307,246,0,9.00,-1.00
6,308,255,0,8.77,-1.00
6,309,262,0,8.91,-1.00
6,310,261,0,8.80,-1.00
6,311,246,0,8.74,-1.00
6,312,270,0,8.74,-1.00
6,313,278,0,8.87,-1.00
6,314,264,0,8.98,-1.00
6,315,283,0,9.11,-1.00
6,316,271,0,9.18,-1.00
6,317,263,0,9.18,-1.00
6,318,263,0,9.18,-1.00
6,319,248,0,9.32,-1.00
6,320,238,0,9.35,-1.00
6,321,220,0,9.36,-1.00
6,322,233,0,9.61,-1.00
6,323,214,0,9.59,-1.00
6,324,210,0,9.84,-1.00
6,325,209,0,9.76,-1.00
6,326,205,0,9.73,-1.00
6,327,196,0,9.95,-1.00
6,328,167,0,9.86,-1.00
6,329,179,0,10.03,-1.00
6,330,176,0,10.05,-1.00
6,331,172,0,10.27,-1.00
6,332,187,0,10.25,-1.00
6,333,183,0,10.46,-1.00
6,334,165,0,10.32,-1.00
6,335,158,0,10.18,-1.00
6,336,163,0,10.35,-1.00
6,337,166,0,10.11,-1.00
6,338,164,0,10.03,-1.00
6,339,167,0,9.97,-1.00
6,340,187,0,9.93,-1.00
6,341,166,0,10.21,-1.00
6,342,165,0,9.96,-1.00
6,343,159,0,9.80,-1.00
6,344,157,0,9.85,-1.00
6,345,161,0,9.68,-1.00
6,346,154,0,9.32,-1.00
6,347,173,0,8.86,-1.00
6,348,187,0,9.14,-1.00
6,349,175,0,9.15,-1.00
6,350,183,0,8.95,-1.00
6,351,201,0,9.06,-1.00
6,352,243,0,9.12,-1.00
6,353,246,0,9.19,-1.00
6,354,245,0,9.07,-1.00
6,355,225,0,9.11,-1.00
6,356,217,0,9.12,-1.00
6,357,211,0,9.29,-1.00
6,358,195,0,9.43,-1.00
6,359,189,0,9.61,-1.00
6,360,202,0,9.56,-1.00
6,361,194,0,9.60,-1.00
6,362,183,0,9.54,-1.00
6,363,193,0,9.63,-1.00
6,364,190,0,9.67,-1.00
6,365,164,0,9.65,-1.00
6,366,168,0,9.82,-1.00
6,367,186,0,9.76,-1.00
6,368,191,0,9.93,-1.00
6,369,198,0,9.95,-1.00
6,370,172,0,10.10,-1.00
6,371,177,0,10.17,-1.00
6,372,176,0,10.36,-1.00
6,373,206,0,10.59,-1.00
6,374,187,0,10.80,-1.00
6,375,179,0,10.85,-1.00
6,376,145,0,10.50,-1.00
6,377,150,0,10.70,-1.00
6,378,150,0,10.57,-1.00
6,379,158,0,10.68,-1.00
6,380,170,0,10.58,-1.00
6,381,147,0,10.49,-1.00
6,382,136,0,10.54,-1.00
6,383,142,0,10.84,-1.00
6,384,145,0,10.77,-1.00
6,385,155,0,10.91,-1.00
6,386,136,0,10.94,-1.00
6,387,133,0,10.82,-1.00
6,388,140,0,11.12,-1.00
6,389,124,0,11.03,-1.00
6,390,125,0,10.96,-1.00
6,391,128,0,10.98,-1.00
6,392,120,0,11.07,-1.00
6,393,111,0,11.16,-1.00
6,394,114,0,11.32,-1.00
6,395,122,0,11.21,-1.00
6,396,113,0,11.41,-1.00
6,397,129,0,11.41,-1.00
6,398,135,0,11.68,-1.00
6,399,131,0,11.82,-1.00
6,400,128,0,12.09,-1.00
6,401,90,0,12.38,-1.00
6,402,79,0,12.48,-1.00
6,403,69,0,12.29,-1.00
6,404,77,0,12.36,-1.00
6,405,83,0,12.07,-1.00
6,406,68,0,12.07,-1.00
6,407,69,0,11.96,-1.00
6,408,68,0,11.71,-1.00
6,409,84,0,11.77,-1.00
6,410,72,0,12.18,-1.00
6,411,84,0,11.94,-1.00
6,412,90,0,12.04,-1.00
6,413,101,0,12.06,-1.00
6,414,101,0,12.10,-1.00
6,415,86,0,12.35,-1.00
6,416,94,0,12.23,-1.00
6,417,80,0,12.51,-1.00
6,418,73,0,12.55,-1.00
6,419,77,0,12.48,-1.00
6,420,76,0,12.59,-1.00
6,421,110,0,12.82,-1.00
6,422,115,0,12.83,-1.00
6,423,85,0,12.81,-1.00
6,424,85,0,12.89,-1.00
6,425,69,0,13.25,-1.00
6,426,61,0,13.33,-1.00
6,427,65,0,13.32,-1.00
6,428,61,0,13.52,-1.00
6,429,63,0,13.35,-1.00
6,430,55,0,13.55,-1.00
6,431,54,0,13.74,-1.00
6,432,45,0,13.73,-1.00
6,433,42,0,13.17,-1.00
6,434,44,0,13.25,-1.00
6,435,47,0,13.45,-1.00
6,436,51,0,13.53,-1.00
6,437,31,0,13.71,-1.00
6,438,33,0,13.64,-1.00
6,439,30,0,13.73,-1.00
6,440,27,0,13.67,-1.00
6,441,26,0,13.81,-1.00
6,442,29,0,14.14,-1.00
6,443,29,0,14.28,-1.00
6,444,20,0,14.55,-1.00
6,445,26,0,14.38,-1.00
6,446,21,0,14.19,-1.00
6,447,21,0,15.05,-1.00
6,448,23,0,15.35,-1.00
6,449,20,0,15.60,-1.00
6,450,22,0,15.64,-1.00
6,451,25,0,15.32,-1.00
6,452,22,0,14.91,-1.00
6,453,24,0,15.08,-1.00
6,454,28,0,14.93,-1.00
6,455,29,0,15.00,-1.00
6,456,17,0,15.06,-1.00
6,457,17,0,14.88,-1.00
6,458,12,0,15.17,-1.00
6,459,16,0,15.25,-1.00
6,460,15,0,15.07,-1.00
6,461,15,0,14.93,-1.00
6,462,16,0,15.31,-1.00
6,463,19,0,15.74,-1.00
6,464,19,0,15.53,-1.00
6,465,12,0,15.83,-1.00
6,466,12,0,16.50,-1.00
6,467,10,0,16.00,-1.00
6,468,8,0,16.00,-1.00
6,469,9,0,15.67,-1.00
6,470,4,0,15.00,-1.00
6,471,4,0,15.00,-1.00
6,472,3,0,15.67,-1.00
6,473,2,0,16.00,-1.00
6,474,1,0,16.00,-1.00
6,475,2,0,16.00,-1.00
6,476,0,0,-1.00,-1.00
6,477,0,0,-1.00,-1.00
6,478,0,0,-1.00,-1.00
6,479,0,0,-1.00,-1.00
6,480,0,0,-1.00,-1.00
6,481,0,0,-1.00,-1.00
6,482,0,0,-1.00,-1.00
6,483,0,0,-1.00,-1.00
6,484,0,0,-1.00,-1.00
6,485,0,0,-1.00,-1.00
6,486,0,0,-1.00,-1.00
6,487,0,0,-1.00,-1.00
6,488,0,0,-1.00,-1.00
6,489,0,0,-1.00,-1.00
6,490,0,0,-1.00,-1.00
6,491,0,0,-1.00,-1.00
6,492,0,0,-1.00,-1.00
6,493,0,0,-1.00,-1.00
6,494,0,0,-1.00,-1.00
6,495,0,0,-1.00,-1.00
6,496,0,0,-1.00,-1.00
6,497,0,0,-1.00,-1.00
6,498,0,0,-1.00,-1.00
6,499,0,0,-1.00,-1.00
